etat,nameclient,porteur,zoneclient,nature,leadrating,coord,titgrp,datedet,budget,botech
Perdus,139387,130410,89694,villa,5,130410,130418,2020-02-14,\N,\N
Perdus,149143,93623,89691,villa,1,28575,134667,2020-08-11,34486,\N
Perdus,141765,136184,89672,villa,1,122018,115744,2020-06-08,1925,\N
Perdus,141765,136184,89672,villa,1,108904,115744,2020-06-08,1925,\N
Perdus,141765,136184,89672,villa,1,140993,115744,2020-06-08,1925,\N
Perdus,-9,28570,89691,habitation,1,28570,115742,2020-02-14,21248,\N
Perdus,-9,28614,101185,prison,1,28609,115746,2019-12-26,2,\N
Perdus,-9,28614,101185,prison,1,28577,115746,2019-12-26,2,\N
BC,-9,130590,101185,villa,1,130590,130419,2020-08-07,\N,\N
BC,133575,108905,89691,villa,1,158624,134666,2019-07-17,1209,28569
Perdus,-9,130392,89694,villa,1,122560,133119,2020-03-14,\N,\N
BC,-9,130409,101185,villa,1,130409,133119,2020-09-11,13500,\N
Perdus,101731,28576,89688,villa,1,28619,115744,2019-02-01,56102,\N
Perdus,91142,28614,89694,mixte,1,122018,115744,2019-09-26,2145829,\N
BC,162595,130590,89694,villa,1,130590,130419,2020-09-24,3963,130590
Perdus,-9,28609,89685,ecole publique,1,28609,115746,2020-08-18,12746,28609
BC,135017,122018,133968,villa,1,108904,115744,2020-02-07,23708,108904
BC,-9,130409,101185,villa,1,130409,130418,2021-01-07,800,\N
Perdus,143856,93623,89672,habitation,1,93623,115742,2020-06-17,24758,\N
Perdus,-9,108904,101185,centre de loisir,2,28609,115746,2019-05-10,43161,\N
Perdus,-9,108904,101185,centre de loisir,2,28579,115746,2019-05-10,43161,\N
Perdus,137412,28565,89694,villa,1,28575,134667,2020-02-10,27331,\N
Perdus,137412,28565,89694,villa,1,136898,134667,2020-02-10,27331,\N
Perdus,-9,28614,89672,habitation,1,-9,133081,2020-10-08,40000,130412
Perdus,166424,130410,89694,villa,5,130410,130418,2020-09-30,450,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-09-17,\N,\N
BC,-9,130392,101185,villa,1,122560,130418,2020-03-14,\N,\N
BC,-9,130392,101185,villa,1,130392,136907,2020-11-07,811,\N
BC,127339,130410,89694,villa,5,130410,133119,2020-07-16,\N,\N
BC,-9,130411,89672,villa,1,130411,133119,2020-11-03,4406,\N
BC,-9,28577,89681,prison,1,-9,115745,2020-06-01,658,\N
BC,-9,130392,101185,villa,1,130392,136907,2021-01-28,1745,\N
Perdus,-9,28576,89688,bibliothéque,1,28576,115744,2020-01-17,126385,108904
Perdus,136177,130590,89694,villa,1,130590,130419,2020-02-27,\N,\N
Perdus,139462,28576,89688,villa,1,28576,134667,2020-06-22,17256,162366
Perdus,-9,122027,89691,villa,1,122027,115744,2020-06-16,25811,142832
BC,-9,130392,101185,villa,1,28575,130418,2020-05-28,\N,\N
BC,-9,130392,101185,villa,1,130392,115742,2020-05-04,\N,\N
BC,136062,28575,89687,hotel,1,28575,115743,2017-06-02,42765,\N
BC,136062,28575,89687,hotel,1,136898,115743,2017-06-02,42765,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-28,\N,\N
Perdus,-9,134566,89694,HÔTELIER + BUREAUTIQUES,1,28609,115746,2020-03-02,184156,\N
BC,136227,130409,89694,villa,1,130409,130418,2020-02-27,\N,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-15,3478,\N
Perdus,-9,142567,89694,villa,1,142567,134667,2020-07-11,33728,28569
Perdus,139304,130411,89694,villa,1,130411,130418,2020-03-07,\N,\N
BC,-9,130392,101185,villa,1,-9,130418,2020-09-12,1197,\N
Perdus,91436,93623,89694,habitation,1,93623,115741,2019-11-29,\N,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-10-15,3160,\N
BC,96745,28575,89694,villa,1,28575,134667,2018-01-01,13227,\N
BC,96745,28575,89694,villa,1,136898,134667,2018-01-01,13227,\N
Perdus,95015,28576,133968,habitation,1,-9,136906,2019-10-09,120000,\N
Perdus,122132,28576,89688,villa,5,28576,134667,2019-12-20,29086,162366
BC,-9,130411,101185,villa,1,130411,130418,2020-09-08,\N,\N
Perdus,-9,147744,89694,villa,1,147744,130418,2020-09-05,1000,\N
BC,91331,28614,89674,habitation,1,130412,133080,2020-07-17,29274,130416
Perdus,134461,122055,89674,mixte,1,122018,115744,2020-02-07,146980,108904
Perdus,154059,130412,89694,habitation,1,130412,133081,2020-09-01,18000,\N
Perdus,-9,122018,89687,usine,1,108904,115744,2019-03-04,85290,\N
Perdus,-9,28609,89691,usine,2,28577,115746,2019-12-11,23992,28609
Perdus,-9,28609,89691,usine,2,28609,115746,2019-12-11,23992,28609
Perdus,137058,130590,89694,villa,1,130590,130419,2020-03-06,\N,\N
BC,151477,130410,89687,villa,5,130410,115742,2020-08-14,\N,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-12,\N,\N
BC,126747,28614,89691,habitation,1,28614,115741,2019-11-25,87724,28614
BC,161702,130410,89694,villa,5,130410,115742,2020-09-16,\N,\N
Perdus,140256,130410,89694,villa,5,130410,133119,2020-05-18,\N,\N
Perdus,136344,130590,89694,villa,1,130590,130419,2020-02-28,\N,\N
Perdus,153118,130590,89694,villa,1,130590,130419,2020-08-28,\N,\N
Perdus,127120,108905,89694,villa,1,28575,115743,2020-01-10,17406,\N
Perdus,127120,108905,89694,villa,1,136898,115743,2020-01-10,17406,\N
Perdus,136699,130590,89694,villa,1,130590,130419,2020-03-03,\N,\N
Perdus,-9,122027,89691,villa,1,93623,115744,2020-09-15,59200,142832
BC,-9,130590,101185,villa,1,130590,130419,2020-08-19,\N,\N
Perdus,148852,108904,89694,villa,1,122027,115744,2020-05-28,5590,\N
Perdus,148852,108904,89694,villa,1,108904,115744,2020-05-28,5590,\N
Perdus,133173,122018,89694,banque,1,122027,115744,2020-05-14,14433,\N
Perdus,133173,122018,89694,banque,1,108904,115744,2020-05-14,14433,\N
Perdus,149274,130590,89694,villa,1,130590,130419,2020-08-10,\N,\N
Perdus,126747,28614,89691,habitation,1,28614,115742,2019-11-25,34922,\N
BC,149567,130410,89694,villa,5,130410,133119,2020-08-12,4416,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-05-07,\N,\N
Perdus,-9,130590,101185,villa,1,130590,130419,2020-02-27,\N,\N
Perdus,138027,130410,89694,villa,1,130410,130418,2020-03-07,\N,\N
BC,126914,122055,89674,habitation,1,122055,115742,2021-01-04,30018,28614
BC,149293,130590,89694,villa,1,130590,130419,2020-08-11,\N,\N
BC,-9,130411,89694,villa,1,130411,130418,2020-11-03,12605,130411
BC,157539,93623,89672,habitation,1,93623,115742,2020-06-04,16016,28614
BC,94176,28576,89688,villa,1,28576,115744,2021-01-21,62395,108904
BC,90361,28571,89687,villa,1,158625,134666,2020-02-24,1605,28569
BC,126699,28571,89687,habitation,1,130412,136906,2020-01-28,75000,\N
BC,136357,28609,89678,ecole publique,2,28577,115746,2020-01-22,18278,\N
BC,-9,130411,89694,villa,1,130411,136907,2020-11-09,12700,\N
Perdus,138866,122027,89694,villa,1,122027,115744,2020-02-17,35261,108904
Perdus,-9,28577,139282,distribution,1,108904,115744,2020-05-20,12765,\N
Perdus,-9,130411,89691,villa,1,130411,130418,2020-08-17,900,\N
BC,136896,130409,89694,villa,1,130409,130418,2020-03-05,\N,\N
BC,133169,28575,89694,villa,3,28575,134666,2019-11-15,8153,\N
BC,133169,28575,89694,villa,3,136898,134666,2019-11-15,8153,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-08-19,4132,\N
BC,-9,130409,101185,villa,1,-9,130418,2020-09-24,1090,130409
Perdus,140648,28570,89691,habitation,1,28570,115742,2020-05-20,8885,28614
BC,141326,28609,89691,ecole privee,1,28577,115745,2020-04-30,5492,\N
Perdus,-9,147744,89687,villa,1,147744,130419,2020-09-04,9000,\N
BC,122166,28614,89694,habitation,1,122055,115741,2018-01-15,165101,28614
BC,178957,28565,89694,villa,1,28565,115743,2020-11-12,13030,28614
BC,175891,130410,89672,villa,5,130410,136907,2020-11-10,4443,\N
Perdus,-9,28576,89688,villa,1,28576,115744,2020-06-29,40338,108904
BC,146989,130410,139140,villa,5,130410,130418,2020-06-04,\N,\N
Perdus,135770,130411,89672,villa,1,122018,115744,2020-02-20,22838,108904
Perdus,91426,28576,89694,habitation,1,122018,115744,2019-05-29,\N,\N
Perdus,91426,28576,89694,habitation,1,28579,115744,2019-05-29,\N,\N
BC,140070,130410,89694,villa,5,130410,115742,2020-03-17,\N,\N
Perdus,139352,130411,89694,villa,5,130411,130418,2020-03-11,\N,\N
Perdus,149285,130590,89694,villa,1,130590,130419,2020-08-11,\N,\N
Perdus,137600,130590,89694,villa,1,130590,130419,2020-03-11,\N,\N
BC,136899,108904,89694,villa,1,28575,134667,2019-07-26,27623,\N
BC,136899,108904,89694,villa,1,142567,134667,2019-07-26,27623,\N
BC,149654,130411,89694,villa,1,130411,136907,2020-06-16,\N,\N
BC,-9,142567,89694,villa,4,122027,115744,2020-08-08,79000,142832
Perdus,136503,130410,89694,villa,3,130410,130418,2020-02-17,\N,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-09-17,\N,\N
Perdus,-9,108905,89694,siege administratif,1,122018,115744,2019-11-30,289425,\N
Perdus,90836,28614,89691,habitation,1,28570,115741,2019-10-11,51920,\N
BC,-9,130392,101185,villa,4,130392,133119,2020-05-14,\N,\N
BC,-9,130590,101185,villa,1,146447,130419,2020-08-04,\N,\N
Perdus,90757,122018,89694,lycee,1,108904,115744,2020-02-17,296634,\N
BC,159992,130590,89675,villa,1,130590,130419,2020-09-15,\N,\N
BC,190842,130410,89672,villa,5,130410,130418,2021-02-03,1010,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-05-11,\N,\N
BC,135387,122018,89672,usine,1,122018,115744,2020-01-15,16800,108904
BC,147652,130410,89672,villa,5,130410,130418,2020-07-04,1966,\N
BC,-9,130411,89687,villa,1,130411,136907,2020-12-29,2800,130411
Perdus,126784,28576,89688,villa,1,28576,115743,2020-01-30,12049,162366
Perdus,92505,122018,89674,infrastructure,1,122018,115744,2020-09-09,55679,153451
Perdus,91258,28614,89687,habitation,1,28571,115742,2019-04-24,36699,\N
Perdus,91258,28614,89687,habitation,1,28579,115742,2019-04-24,36699,\N
BC,97942,158624,140671,villa,1,158624,115743,2020-07-20,438,28569
BC,90815,28609,89694,infrastructure,1,-9,115746,2020-12-28,12233,\N
Perdus,139783,136185,89691,universite publique,1,122027,115744,2020-05-09,41580,\N
Perdus,139783,136185,89691,universite publique,1,108904,115744,2020-05-09,41580,\N
Perdus,143830,122055,89672,habitation,1,122055,115742,2020-06-19,85505,28614
Perdus,148205,130410,89694,villa,5,130410,130418,2020-08-06,\N,\N
Perdus,90623,28614,89674,habitation,1,122055,115742,2020-07-17,21070,28614
BC,-9,130409,101185,villa,1,130409,130418,2020-08-17,\N,\N
BC,153097,130590,89694,villa,1,130590,130419,2020-08-28,\N,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-07,\N,\N
Perdus,164129,122055,89672,habitation,1,122055,115742,2020-09-23,161063,28614
BC,136563,130411,89694,villa,3,130411,130418,2020-02-22,20000,\N
BC,190836,130410,89672,villa,5,130410,133119,2021-02-03,10532,\N
Perdus,90757,122018,89694,villa,1,108904,115744,2020-05-15,\N,\N
Perdus,90757,122018,89694,villa,1,140993,115744,2020-05-15,\N,\N
Perdus,144574,108904,89694,villa,1,122027,115744,2020-06-29,18718,108904
Perdus,138063,130590,89694,villa,1,130590,130419,2020-03-17,\N,\N
Perdus,122629,28571,89694,habitation,1,28571,115741,2020-01-07,113426,\N
Perdus,90621,28609,89694,usine,1,28577,115746,2020-05-19,5644,\N
Perdus,90621,28609,89694,usine,1,28620,115746,2020-05-19,5644,\N
BC,-9,130392,101185,villa,1,122560,133119,2020-03-18,\N,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-03-18,\N,\N
Perdus,127781,28614,89674,habitation,1,93623,115747,2020-01-06,222,\N
BC,122406,28576,89694,commercial,3,122018,115744,2020-01-03,75202,108904
Perdus,-9,93480,89674,usine,1,108904,115744,2020-05-15,51563,\N
BC,137920,130410,89688,villa,5,130410,130418,2020-06-16,\N,\N
Perdus,91258,28614,89687,habitation,1,28579,115742,2019-04-24,67476,\N
Perdus,91258,28614,89687,habitation,1,28571,115742,2019-04-24,67476,\N
Perdus,-9,28609,89690,infrastructure,1,28577,115746,2020-06-18,\N,\N
Perdus,-9,28609,89690,infrastructure,1,99784,115746,2020-06-18,\N,\N
Perdus,140437,130410,89694,villa,5,130410,130418,2020-05-20,1225,\N
BC,180016,28579,89694,habitation,1,122055,115744,2020-11-06,277319,108904
BC,91029,28614,89694,habitation,2,122055,115744,2019-02-09,145379,108904
BC,146659,28576,89685,villa,1,142567,134666,2020-06-08,7039,28569
BC,137923,130410,89672,villa,5,130410,130418,2020-03-11,\N,\N
Perdus,-9,122120,89687,habitation,1,28579,115742,2020-10-10,247500,28614
Perdus,136159,130590,89694,villa,1,130590,130419,2020-02-27,\N,\N
BC,153335,130590,89689,villa,1,130590,130419,2020-08-29,951,\N
BC,166993,130410,89674,villa,5,130410,133119,2020-10-07,137,\N
BC,90340,28571,89687,villa,1,28575,115743,2020-06-03,2124,\N
BC,90340,28571,89687,villa,1,136898,115743,2020-06-03,2124,\N
BC,90340,28571,89687,villa,1,142567,115743,2020-06-03,2124,\N
BC,183807,130410,89672,villa,5,130410,115742,2020-12-16,2654,\N
Perdus,-9,122018,89688,villa,1,122018,115744,2019-10-24,67462,\N
Perdus,-9,122055,89694,habitation,1,130412,136906,2020-05-29,40000,\N
Perdus,90618,28577,89691,prison,1,28620,115746,2018-05-08,\N,\N
Perdus,138085,108904,138084,villa,1,108904,115744,2020-01-23,11795,\N
Perdus,136549,130410,89694,villa,5,130410,130418,2020-02-19,\N,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-03-13,\N,\N
BC,-9,93480,189410,villa,1,93480,115743,2021-01-28,16810,162366
BC,134728,108905,133968,usine,1,108905,115745,2020-02-10,54496,\N
Perdus,-9,108905,89689,usine,1,108905,115745,2019-07-29,53999,\N
Perdus,-9,28565,89694,villa,1,122018,115744,2020-08-24,70000,108904
BC,152766,130410,89684,villa,5,130410,130418,2020-08-18,\N,\N
Perdus,-9,108905,89694,villa,1,133385,115745,2020-02-15,3398,\N
Perdus,143830,122055,89672,habitation,1,122027,115744,2020-06-19,272025,\N
BC,-9,130411,101185,villa,1,130411,136907,2020-09-17,\N,130411
BC,-9,130411,101185,villa,1,130411,130418,2020-09-21,1040,130411
BC,-9,130392,101185,villa,1,130392,136907,2020-08-19,\N,\N
BC,189074,130410,89694,villa,1,-9,130418,2021-01-22,609,\N
BC,-9,130392,101185,villa,1,130392,130418,2021-02-09,1073,\N
Perdus,-9,28614,89688,villa,1,108904,115744,2019-12-19,103342,\N
BC,-9,130409,101185,villa,1,130409,133119,2020-05-06,5500,\N
Perdus,-9,28609,89685,salle de sport,1,28577,115745,2019-11-21,5540,\N
BC,146659,28576,89685,villa,1,142567,115743,2020-06-08,26190,28569
BC,91090,28614,89691,habitation,1,176256,134567,2019-03-27,85000,\N
BC,191463,130410,189410,villa,5,130410,133119,2021-02-06,3016,\N
BC,147632,130410,89694,villa,1,130410,130418,2020-07-29,\N,\N
Perdus,122629,28571,89687,habitation,4,93480,115744,2020-01-07,307258,\N
Perdus,122629,28571,89687,habitation,4,28619,115744,2020-01-07,307258,\N
BC,-9,146447,101185,villa,1,146447,130418,2020-09-23,6700,\N
Perdus,147179,130410,139140,villa,5,130410,130418,2020-07-28,\N,\N
Perdus,-9,28609,89691,ecole privee,1,158624,115743,2020-04-30,195584,28569
BC,133078,130392,89672,villa,1,130590,130419,2020-01-01,0,\N
Perdus,-9,28609,89694,bureautique,1,28577,115746,2020-06-15,123000,\N
Perdus,-9,28609,89694,bureautique,1,28609,115746,2020-06-15,123000,\N
BC,192434,147744,89672,villa,1,147744,130418,2021-02-15,412,\N
BC,133169,28575,89694,villa,3,28575,134667,2019-11-15,23207,\N
BC,133169,28575,89694,villa,3,136898,134667,2019-11-15,23207,\N
BC,-9,130590,101185,villa,1,130590,130419,2020-07-18,\N,\N
Perdus,139402,130410,89694,villa,5,130410,130418,2020-02-29,\N,\N
Perdus,-9,122018,89690,banque,1,122018,115744,2019-12-03,461210,108904
BC,90811,28609,89688,infrastructure,3,28576,115746,2020-06-15,90236,\N
BC,90811,28609,89688,infrastructure,3,28577,115746,2020-06-15,90236,\N
BC,90811,28609,89688,infrastructure,3,28620,115746,2020-06-15,90236,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-09-05,\N,\N
BC,136501,130409,89694,villa,1,130409,130418,2020-02-29,\N,\N
BC,166734,130590,89694,villa,1,130590,130419,2020-10-02,1072,\N
Perdus,136565,130410,89672,villa,5,130410,130418,2020-02-22,\N,\N
BC,91028,122018,89694,habitation,1,108904,115744,2020-05-12,7811,\N
Perdus,122166,122018,89694,villa,1,108904,115744,2019-05-16,65498,\N
BC,-9,130590,101185,villa,1,130590,130419,2020-07-28,\N,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-05,\N,\N
Perdus,139276,130410,89694,villa,5,130410,133119,2020-03-17,\N,\N
Perdus,-9,134566,89694,HÔTELIER + BUREAUTIQUES,1,122018,115744,2020-03-02,179365,108904
BC,127818,28614,89694,habitation,1,130412,133120,2019-02-09,300000,149167
BC,127818,28614,89694,habitation,1,177167,133120,2019-02-09,300000,149167
Perdus,-9,28614,89694,habitation,1,130412,136906,2020-10-20,13690,\N
Perdus,-9,28571,89687,villa,1,28571,134667,2020-10-19,2122,162366
Perdus,144642,142540,89694,villa,1,28575,134667,2020-06-29,16252,\N
BC,147618,130410,89694,villa,5,130410,130418,2020-07-29,\N,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-09-04,\N,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-09-24,500,\N
Perdus,89825,28576,89688,villa,1,28576,134666,2020-06-22,9478,162366
Perdus,-9,28576,89685,villa,1,122018,115744,2020-09-10,31240,142832
Perdus,164129,122055,89672,habitation,1,122055,115741,2020-09-23,100516,28614
Perdus,143224,28570,89691,habitation,1,28570,115744,2020-06-18,61314,142832
Perdus,-9,28576,89688,villa,3,28576,115744,2019-07-17,80000,108904
Perdus,-9,122018,89674,villa,1,142567,115743,2020-03-11,14129,28569
BC,153543,130411,89687,villa,1,130411,130418,2020-08-29,1500,\N
Perdus,163445,130410,89694,villa,5,130410,136907,2020-09-25,310,\N
Perdus,137041,130410,89672,villa,5,130410,130418,2020-01-27,\N,\N
Perdus,133422,28579,89694,villa,1,28575,115743,2020-01-14,21723,\N
Perdus,133422,28579,89694,villa,1,136898,115743,2020-01-14,21723,\N
Perdus,141899,28579,89687,habitation,1,28576,115742,2020-03-06,93507,\N
Perdus,141899,28579,89687,habitation,1,28579,115742,2020-03-06,93507,\N
Perdus,-9,136184,89694,usine,1,136184,115744,2020-12-05,112332,108904
BC,-9,130392,101185,villa,1,130392,133119,2020-06-05,\N,\N
BC,-9,93623,89694,villa,1,93623,115743,2020-08-14,12896,28575
BC,133575,108905,89691,villa,1,158624,115743,2019-07-17,6357,28569
BC,-9,130392,101185,villa,1,-9,115742,2020-09-10,\N,\N
BC,-9,130409,101185,villa,1,130409,130418,2021-01-29,4190,\N
BC,91327,122055,89674,habitation,1,130412,136906,2020-10-01,36856,149167
BC,160294,130590,89691,villa,1,130590,130419,2020-09-16,2260,130590
Perdus,-9,136898,89672,siege administratif,1,28609,115746,2020-06-11,2700,\N
BC,90646,108905,89674,restaurant,1,108905,115745,2020-07-01,2032,\N
Perdus,176556,130410,89674,villa,5,130410,136907,2020-11-13,87,\N
Perdus,90993,28579,89672,habitation,1,122018,115744,2017-08-17,1197664,\N
Perdus,90623,122055,89674,habitation,1,122055,115742,2020-10-01,59482,28614
BC,90988,28614,89684,habitation,1,122055,115742,2020-05-13,83347,28614
BC,-9,93623,89694,villa,1,93623,115743,2020-10-22,23000,162366
Perdus,95150,108904,89694,villa,1,122027,115744,2020-06-18,3409,108904
Perdus,139842,130410,89694,villa,5,130410,130418,2020-02-15,\N,\N
Perdus,127843,130412,89691,habitation,1,130412,133080,2020-02-10,\N,\N
Perdus,-9,28564,89676,distribution,1,122018,115744,2020-05-26,517328,108904
Perdus,-9,28619,89688,villa,1,122018,115744,2019-02-20,40455,\N
BC,192170,130590,189410,villa,1,130590,130419,2021-02-11,1385,130590
BC,167001,130410,89691,villa,1,130410,133119,2020-10-06,6077,\N
Perdus,-9,28609,89686,usine,2,28570,115746,2019-10-23,44068,\N
Perdus,-9,28609,89686,usine,2,28577,115746,2019-10-23,44068,\N
BC,-9,130409,101185,villa,1,130409,133119,2020-10-28,10344,\N
BC,-9,28575,89694,villa,1,28569,134666,2020-09-04,2726,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-08-21,\N,\N
Perdus,89763,122018,89691,distribution,1,108904,115744,2020-05-15,12765,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-09-16,\N,\N
Perdus,122561,28614,89687,mixte,1,28614,115742,2019-12-12,75504,\N
BC,90277,28570,89691,centre de loisir,1,158624,115743,2020-06-04,4809,28569
Perdus,-9,130392,101185,villa,1,122560,133119,2020-03-14,\N,\N
Perdus,93575,28576,89688,villa,1,28576,134667,2020-05-28,4392,162366
Perdus,-9,28576,89688,siege administratif,1,28576,115743,2020-10-15,27302,\N
Perdus,-9,147744,89684,villa,1,147744,130418,2020-09-18,3175,\N
BC,140739,130410,89694,villa,1,130410,130418,2020-05-22,\N,\N
Perdus,-9,108904,89694,mixte,2,108904,115744,2020-04-10,162764,\N
Perdus,-9,108904,89694,mixte,2,122027,115744,2020-04-10,162764,\N
BC,-9,130411,89672,villa,1,130411,130418,2020-09-05,1330,\N
Perdus,133727,28614,89687,habitation,1,130412,133080,2019-07-01,\N,\N
BC,157539,93623,89672,habitation,1,93623,115747,2020-06-04,3842,28614
BC,151594,130410,89694,villa,5,130410,130418,2020-09-09,\N,\N
Perdus,127781,28614,89674,habitation,1,93623,115742,2020-01-06,24087,\N
Perdus,93489,28609,89677,foyer universitaire,1,28575,134666,2020-03-13,7364,\N
BC,137001,130409,89694,villa,1,130409,130418,2020-03-05,\N,\N
BC,95015,28576,133968,habitation,1,122018,115744,2019-10-09,630348,108904
BC,91090,122055,89672,habitation,1,122055,115742,2020-06-22,143276,28614
BC,-9,130409,101185,villa,1,130409,130418,2020-05-15,\N,\N
BC,-9,130411,89687,villa,1,130411,130418,2020-10-31,11588,130411
BC,-9,130411,89694,villa,1,130411,130418,2020-11-03,901,130411
BC,-9,130411,101185,villa,1,130411,115742,2020-11-07,348,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-08-27,1227,\N
Perdus,-9,28565,89694,villa,1,28565,134667,2020-08-25,5015,28569
BC,126784,28576,89688,villa,1,28576,115744,2019-08-30,60213,\N
BC,141418,122018,89687,villa,1,122027,115744,2020-02-25,45288,108904
Perdus,-9,28575,89694,siege administratif,1,122027,115744,2020-03-16,364361,142832
Perdus,137412,28565,89687,villa,1,28575,134666,2020-02-10,7518,\N
Perdus,137412,28565,89687,villa,1,142567,134666,2020-02-10,7518,\N
BC,133169,28575,89694,villa,3,28565,115743,2019-11-15,23767,28569
Perdus,148842,136184,89694,villa,1,122027,115744,2020-08-10,\N,\N
Perdus,148842,136184,89694,villa,1,142832,115744,2020-08-10,\N,\N
BC,176540,130410,89694,villa,5,130410,130418,2020-11-13,538,\N
Perdus,90373,108904,89687,usine,1,108904,115744,2020-05-15,22005,\N
Perdus,90373,108904,89687,usine,1,122018,115744,2020-05-15,22005,\N
Perdus,89775,108905,89694,villa,1,122027,115744,2020-07-02,9408,\N
Perdus,89775,108905,89694,villa,1,108904,115744,2020-07-02,9408,\N
BC,137595,28576,89672,habitation,1,122027,115744,2020-03-02,200000,108904
BC,90261,122018,89694,villa,1,122018,115744,2021-01-21,12902,142832
Perdus,91331,122055,89674,habitation,1,122055,115741,2020-02-03,44194,\N
BC,127818,28614,89694,habitation,1,130412,133080,2019-02-09,55000,149167
BC,127818,28614,89694,habitation,1,177167,133080,2019-02-09,55000,149167
Perdus,126747,28614,89691,habitation,2,122027,115744,2019-11-25,211193,"28619
108904"
Perdus,90757,122018,89694,bureautique,1,122027,115744,2020-05-19,578272,\N
Perdus,90757,122018,89694,bureautique,1,108904,115744,2020-05-19,578272,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-09-09,\N,\N
BC,136507,130410,89674,villa,3,130410,130418,2020-02-22,3000,\N
Perdus,133306,28614,89684,habitation,1,122055,115742,2019-04-25,72780,\N
BC,139238,130410,89674,villa,5,130410,130418,2020-03-16,\N,\N
Perdus,-9,122027,89694,villa,1,122027,115744,2020-02-05,32387,108904
Perdus,-9,28576,89693,hotel,1,122018,115744,2019-03-11,18010,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-03-19,\N,\N
BC,154124,130410,89694,villa,5,130410,130418,2020-09-02,6363,\N
Perdus,89845,28576,89677,hopital,1,122018,115744,2020-04-24,119242,\N
Perdus,89845,28576,89677,hopital,1,108904,115744,2020-04-24,119242,\N
Perdus,141590,93623,89672,habitation,1,93623,115741,2020-06-04,29264,\N
BC,91061,28614,89694,habitation,1,93623,115741,2019-10-04,175514,28614
BC,91061,28614,89694,habitation,1,28579,115741,2019-10-04,175514,28614
BC,91061,28614,89694,habitation,1,28614,115741,2019-10-04,175514,28614
BC,-9,130392,101185,villa,1,130392,130418,2020-10-08,2445,\N
Perdus,142482,158624,140675,villa,1,158624,115743,2020-06-15,3767,28569
Perdus,-9,93623,89694,habitation,1,93623,115744,2020-05-19,29940,108904
BC,170778,130590,89682,villa,1,130590,130419,2020-10-17,2967,\N
BC,136899,108904,89694,villa,1,28575,115743,2019-07-26,22513,\N
BC,136899,108904,89694,villa,1,142567,115743,2019-07-26,22513,\N
BC,-9,93480,189410,villa,1,93480,115744,2021-01-28,23861,142832
BC,150053,130590,89694,villa,1,130590,130419,2020-07-18,\N,\N
Perdus,139334,130411,139282,villa,5,130411,130418,2020-03-07,\N,\N
Perdus,99660,28575,89694,distribution,1,108904,115744,2020-02-12,17494,\N
BC,157251,130590,89672,villa,1,130590,130419,2020-09-09,1928,\N
Perdus,-9,28576,89685,villa,1,28576,115744,2021-01-19,49825,108904
BC,-9,130392,101185,villa,1,130392,130418,2020-05-21,\N,\N
Perdus,138059,130590,89694,villa,1,130590,130419,2020-03-17,\N,\N
BC,-9,108905,89676,PROJET PUBLIQUE,1,133385,115745,2020-02-17,\N,\N
BC,-9,108905,89676,PROJET PUBLIQUE,1,108905,115745,2020-02-17,\N,\N
Perdus,-9,108904,89687,villa,1,122027,115744,2020-05-15,23835,108904
BC,144049,130410,89672,villa,5,130410,130418,2020-06-26,\N,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-09-19,\N,\N
Perdus,138085,122018,138084,centre medical,1,108904,115744,2020-01-03,25708,\N
Perdus,126784,28576,89688,villa,1,28576,134667,2020-01-30,25833,162366
Perdus,134323,28576,89688,habitation,1,28576,115742,2020-01-31,29516,\N
Perdus,95150,93480,89683,tribunal,1,122027,115744,2020-06-23,18419,108904
BC,-9,28609,89694,distribution,1,108905,115745,2019-10-26,5700,\N
Perdus,90646,122018,89691,centre de loisir,1,122018,115744,2019-03-08,\N,\N
Perdus,90646,122018,89691,centre de loisir,1,140993,115744,2019-03-08,\N,\N
BC,-9,130392,101185,villa,1,130392,136907,2020-08-18,\N,\N
Perdus,-9,28575,89672,villa,1,28575,115743,2019-11-20,65946,\N
Perdus,-9,28575,89672,villa,1,136898,115743,2019-11-20,65946,\N
BC,137923,130410,89672,villa,1,130410,130418,2020-03-11,1,\N
